id,user_id,session_id,source_photo_file_id,user_input,generated_prompt,result_storage_path,sticker_set_name,created_at,telegram_file_id,is_example,style_preset_id,env,idea_source
03688309-bc66-4149-b51c-74710c2cbbe9,0a64e9a5-09ab-40c9-ab94-a1018c4bbb76,cda9004c-5505-4432-9df5-bf84bce51797,AgACAgIAAxkBAAIK9mmE_JNwJ0OKRgOSRhhz3jqrPzQYAAJuE2sbyzgoSN-pbFxD4qYZAQADAgADeQADOAQ,"anime style, clean lines, expressive eyes, detailed hair",Add cool expression to this sticker character,stickers/0a64e9a5-09ab-40c9-ab94-a1018c4bbb76/cda9004c-5505-4432-9df5-bf84bce51797/1770323184144.webp,p2s_7432453444_by_photo_2_stickerbot,2026-02-05 20:26:24.251844+00,CAACAgIAAxkDAAIK_mmE_PDW9Dkg4aU58_K4kSCqDngEAAIpowACyzgoSCLnjJMvrdtWOAQ,false,anime,prod,
03abb537-efc2-432a-b803-31d8de166152,279f23a6-2b81-4fc3-9ecb-fc5eba370e89,a420e935-9d97-409d-b36b-b2a6dcc37df6,AgACAgIAAxkBAAIGmGmERq9dL4vjgdfBrD62eJlSRL3rAAJ8DGsb_swpSLgd8GkckZ7iAQADAgADeQADOAQ,"tv cartoon style, simplified shapes, flat colors, limited shading, clean outlines","Create a high-quality messenger sticker. Style: TV cartoon style with simplified shapes, flat colors, limited shading, and clean outlines. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. Composition: Character occupies maximum canvas area, bold white border around the character (approx 25% outline width), smooth and uniform border. Visual design: Clean bold sticker outline, high contrast, simplified shapes, flat shading, bright saturated colors. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker.",stickers/279f23a6-2b81-4fc3-9ecb-fc5eba370e89/a420e935-9d97-409d-b36b-b2a6dcc37df6/1770276535228.webp,,2026-02-05 07:29:29.675811+00,CAACAgIAAxkDAAIGnGmERtn3Et38obtRqo1pch1N9xf3AAJciwAC_swpSM1GsEiNhJAnOAQ,false,tv,prod,
03bcf6d0-b847-4104-bd9b-6d6074b299e9,193d6585-57cb-4c35-9247-aa0cf98988bb,462839b9-f54c-40f4-9709-225277e6266d,AgACAgIAAxkBAAIDlWmDAAG9yBGO9F8CBrdil99SedN_nQACnAxrG7n5GEiXB7QWtGawpwEAAwIAA3kAAzgE,"anime style, clean lines, expressive eyes, detailed hair","Create a high-quality messenger sticker. Style: anime style with clean lines, expressive eyes, and detailed hair. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. Composition: Character occupies maximum canvas area, bold white border around the character (approx 25% outline width), smooth and uniform border. Visual design: Clean bold sticker outline, high contrast, detailed anime-style hair, vibrant colors, and cel-shading. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker.",stickers/193d6585-57cb-4c35-9247-aa0cf98988bb/462839b9-f54c-40f4-9709-225277e6266d/1770286303318.webp,p2s_42269230_1770259885125_by_photo_2_stickerbot,2026-02-05 10:11:43.342251+00,CAACAgIAAxkDAAIHVWmEbN_YW9ScToOAw17eWeVtaMHRAAI_mQACso0gSEJqjrvqXYWcOAQ,false,,prod,
03c9cd94-f758-4a56-9b0f-c5ab8bbeb6ff,193d6585-57cb-4c35-9247-aa0cf98988bb,cc957987-7c11-4dd0-8300-73c5e71bf4f4,AgACAgIAAxkBAAIDammC-2uqb6n-q9SFGpi0B-ILezj4AAIXE2sblVoQSL_EoDyM1_onAQADAgADeQADOAQ,"romantic illustration style, soft pink lighting, heart motifs, dreamy atmosphere","Create a high-quality messenger sticker. Style: romantic illustration style, soft pink lighting, delicate details, dreamy atmosphere. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. Concept: gentle, loving expression. Composition: Character occupies maximum canvas area, bold white border around the character (approx 25% outline width), smooth and uniform border. Visual design: Soft gradients, subtle textures, heart motifs, pastel colors, high contrast outline. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker.",stickers/193d6585-57cb-4c35-9247-aa0cf98988bb/cc957987-7c11-4dd0-8300-73c5e71bf4f4/1770286234200.webp,p2s_42269230_1770259885125_by_photo_2_stickerbot,2026-02-05 10:10:34.305884+00,CAACAgIAAxkDAAIHTWmEbJqcv1K1N2ZOlAWAQ4Puaw6HAAIzmQACso0gSA0lwvlDewhlOAQ,false,,prod,
04998583-746c-430c-b40c-ec69321eec20,3fc6e2ca-f45b-4b25-ae82-6ee23c9fefe6,aecb9de8-d4de-4e9b-8340-150aa11cdcc5,AgACAgEAAxkBAAIpEWmJeEeqmpTBD-yVF2wpwNvBwhmiAAKqC2sb1yxIRJkJkl0aW5X9AQADAgADdwADOgQ,"Love Is comic strip style, simple cute couple, minimal lines, sweet romantic, Kim Casali inspired, heart-shaped elements","Create a high-quality messenger sticker. Style: Love Is comic strip style, inspired by Kim Casali's illustrations. Simple, cute, and romantic. Character: ISOLATE and extract ONLY the main subject from the provided photo. Ignore all background elements, furniture, surroundings. Preserve recognizable facial features, proportions, and overall likeness. Adapt proportions to match the style while keeping facial identity. Concept: Sweet and romantic scene in the style of Love Is comic strip, possibly with a speech bubble. Composition: Character occupies maximum canvas area with clear silhouette. Outline: Soft edges, minimal lines, characteristic of the comic style. Visual design: Minimalist, pastel colors, heart-shaped elements integrated subtly. Background: Solid contrasting color that makes background removal easy, light pink or lavender. Requirements: No watermark, no logo, no frame, no additional text unless part of a speech bubble. Quality: Expressive, visually appealing, optimized for clean background removal and messenger sticker use.",stickers/3fc6e2ca-f45b-4b25-ae82-6ee23c9fefe6/aecb9de8-d4de-4e9b-8340-150aa11cdcc5/1770616940667.webp,,2026-02-09 06:02:20.795798+00,CAACAgIAAxkDAAIpFWmJeGwo85VmZscb8meDn4JYkSb9AAIojQACMeRJSOBN7xz3X3LOOgQ,true,ru_love_is,prod,
054edded-d656-4d5d-bce0-d77e08bb3ccd,739a5ece-495b-4006-927c-94974609b493,194697bc-cd6b-49da-a625-e86027637cd6,AgACAgQAAxkBAAIK1GmE9gWrHxOfFlLebtCjfeIzbSP3AAIZDWsbVmYoUNqqCdND_q-nAQADAgADeQADOAQ,"cute kawaii style, soft pastel colors, rounded shapes","Create a high-quality messenger sticker. Style: Cute kawaii style with soft pastel colors and rounded shapes. Character: ISOLATE and extract ONLY the main subject (person, animal, character) from the provided photo. Ignore all background elements, furniture, surroundings, and environmental context. Preserve recognizable facial features and overall likeness. Adapt proportions to match the style while keeping facial identity. Composition: Character occupies maximum canvas area, clear silhouette, bold uniform border around the character (thick, approx 25–35% outline width), smooth and consistent outline. Visual design: High contrast, strong edge separation, simplified shapes, no soft edges, pastel color palette. Requirements: Solid black background, no watermark, no logo, no frame, no text unless style requires it. Quality: Optimized for clean background removal and messenger sticker use.",stickers/739a5ece-495b-4006-927c-94974609b493/194697bc-cd6b-49da-a625-e86027637cd6/1770321451293.webp,,2026-02-05 19:57:34.12334+00,CAACAgIAAxkDAAIK2GmE9i5S_hT4m6jZ0IdRbnnMFhhcAAL_mgACbb0pSG0mt2VaWz1iOAQ,false,cute,prod,
066fe357-6170-4c63-ae83-70d5c6de7e93,8538d8af-5c45-4fef-9ada-b14574448b3b,25d7e7c1-ebc0-4139-8495-8eb5849d788d,AgACAgIAAxkBAAMqaYBY8oKryOpsz1-wwpzxfgjqykQAAikRaxucSQABSEd0eltkve5lAQADAgADeQADOAQ,"The Simpsons cartoon style, yellow skin, flat 2D, overbite","Update the sticker to show this emotion: surprised, shocked, wide eyes, open mouth. Keep the same character, style, and colors.",stickers/8538d8af-5c45-4fef-9ada-b14574448b3b/25d7e7c1-ebc0-4139-8495-8eb5849d788d/1770129149371.webp,p2s_42269230_by_sticq_bot,2026-02-03 14:32:29.393805+00,CAACAgIAAxkDAAIB22mCBv3R7Y4aFpikudnZC4OFj-xqAAI-iQAClVoQSLueKPtebCEeOAQ,false,,prod,
06b6a5b2-5906-49ee-8170-855f6a128e9a,2fe14a3c-47ed-4073-b637-a658faddaeae,9dd82e65-3679-465d-9630-b14749afcc57,AgACAgIAAxkBAAIIBmmEjQZ3e0P5JnHL1i5WpNkCQFwaAAJjDGsbso0oSBAg7EKfUySXAQADAgADeQADOAQ,"Soviet propaganda poster style, constructivist aesthetic, bold red and gold colors, heroic worker pose, socialist realism, vintage USSR design","Create a high-quality messenger sticker. Style: Soviet propaganda poster style, constructivist aesthetic, socialist realism, vintage USSR design. Character: ISOLATE and extract ONLY the main subject from the provided photo. Ignore all background elements, furniture, surroundings. Preserve recognizable facial features, proportions, and overall likeness. Adapt proportions to match the style while keeping facial identity. Concept: Heroic worker pose, determined expression. Composition: Character occupies maximum canvas area with clear silhouette. Outline: Bold outline. Visual design: Bold red and gold colors, geometric shapes, strong contrasts, limited color palette, strong and simple. Background: Solid contrasting color that makes background removal easy (bright green). Requirements: No watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for clean background removal and messenger sticker use.",stickers/2fe14a3c-47ed-4073-b637-a658faddaeae/9dd82e65-3679-465d-9630-b14749afcc57/1770408801001.webp,,2026-02-06 20:13:21.107147+00,CAACAgIAAxkDAAIWpGmGS2HCNDxylcWPb3IAAe7kKFdKSgACsYwAAsY-MEg1LKP2oPvLQDgE,true,ru_ussr_aesthetic,prod,
06bd5070-6192-4a74-b2fa-cd58b0e10ccb,e8aea781-420a-4a8a-8e60-cd7c12959ffa,739c649b-bcaf-4d4b-a557-23c71782ce72,AgACAgIAAxkBAAIKCmmE2G6etQNkKgmusFUMOMdUbb9hAALzFGsbfKUoSMSh8RWv7gcAAQEAAwIAA3kAAzgE,"romantic illustration style, soft pink lighting, heart motifs, dreamy atmosphere","Create a high-contrast messenger sticker. Style: Romantic illustration style, soft pink lighting, heart motifs, dreamy atmosphere. Character: ISOLATE and extract ONLY the main subject (person, animal, character) from the provided photo. Ignore all background elements, furniture, surroundings, and environmental context. Preserve recognizable facial features and overall likeness. Adapt proportions to match the style while keeping facial identity. Composition: Character occupies maximum canvas area, clear silhouette, bold uniform border around the character (thick, approx 25–35% outline width), smooth and consistent outline. Visual design: High contrast, strong edge separation, simplified shapes, no soft edges, color palette consistent with the selected style. Requirements: Solid black background, no watermark, no logo, no frame, no text unless style requires it. Quality: Optimized for clean background removal and messenger sticker use.",stickers/e8aea781-420a-4a8a-8e60-cd7c12959ffa/739c649b-bcaf-4d4b-a557-23c71782ce72/1770313872856.webp,,2026-02-05 17:51:13.010292+00,CAACAgIAAxkDAAIKDmmE2JFHSbizWN0NF0lMsy8oAaYuAAKLhQACfRYpSJEUvQbwIIdrOAQ,false,potter,prod,
077ead4a-7abb-4e07-986d-5182ad80e433,2fe14a3c-47ed-4073-b637-a658faddaeae,9da9409b-f19d-4010-a0cf-1d2951312314,AgACAgIAAxkBAAIZh2mG2TpehBdL1ApyTv9NI3y6X-kMAAKTEGsbxj4wSPOBMTppuLWzAQADAgADeQADOgQ,"Japanese anime style, clean precise linework, cel-shading, large expressive eyes with detailed reflections, stylized flowing hair","Create a high-quality messenger sticker. Style: Japanese anime style with clean, precise linework and cel-shading. Character: ISOLATE and extract ONLY the main subject from the provided photo. Ignore all background elements, furniture, surroundings. Preserve recognizable facial features, proportions, and overall likeness. Adapt proportions to match the style while keeping facial identity. Concept: Large expressive eyes with detailed reflections, stylized flowing hair. Composition: Character occupies maximum canvas area with clear silhouette. Outline: Bold outline. Visual design: Clean linework, cel-shading, vibrant colors. Background: Solid contrasting color that makes background removal easy. Choose color that contrasts well with the character (e.g., bright green, solid gray, or color that differs from character's palette). Requirements: No watermark, no logo, no frame, no text unless explicitly requested by user. Quality: Expressive, visually appealing, optimized for clean background removal and messenger sticker use.",stickers/2fe14a3c-47ed-4073-b637-a658faddaeae/9da9409b-f19d-4010-a0cf-1d2951312314/1770465949045.webp,,2026-02-07 12:05:49.064382+00,CAACAgIAAxkDAAIb0GmHKp0L2xvJmw6u98NXshntpySuAAIHkAACxj44SHUVsNAYQc6wOgQ,false,anime_classic,prod,
077ec110-fac3-4e9c-be06-e81ec9fcaa3d,578c9e12-e223-406b-a6b6-e2fb09d2442b,d68d836a-96fa-44d0-a730-8a4c041c5fd9,AgACAgIAAxkBAAIFVWmDgQxXTfjNxvhSGx03qnC5PKhmAAIqDWsbdkAgSMA9q3_spASXAQADAgADeQADOAQ,"cute kawaii style, soft pastel colors, round shapes, adorable","Create a high-quality messenger sticker. Style: Cute kawaii style with soft pastel colors and round shapes. Character: Use the character from the provided photo as the base. Preserve recognizable facial features, proportions, and overall likeness. Concept: Adorable, happy expression. Composition: Character occupies maximum canvas area, bold white border around the character (approx 25% outline width), smooth and uniform border. Visual design: Clean bold sticker outline, high contrast, simplified shapes, soft shading, pastel color palette. Requirements: black background, no watermark, no logo, no frame, no text. Quality: Expressive, visually appealing, optimized for messenger sticker.",stickers/578c9e12-e223-406b-a6b6-e2fb09d2442b/d68d836a-96fa-44d0-a730-8a4c041c5fd9/1770225963747.webp,,2026-02-04 17:26:03.870078+00,CAACAgIAAxkDAAIFWWmDgSxApKKW6q1nf0cPwZ3GwH07AAK4jAACdkAgSJWV6hi1WCf4OAQ,false,cute,prod,
07a46998-0ef5-4f2f-8f15-19a8839e1b0d,2fe14a3c-47ed-4073-b637-a658faddaeae,8f83cd2d-2c78-4327-8367-e48e08f45ec1,CAACAgIAAxkDAAIsKWmJ1y_cndQJZ9P4zCz_AAF6GcbosAACaZYAAljNUUjMLQyoETXU1DoE,"cartoonized vector illustration from photo, flat colors, simplified shapes, bold black outline, thick white sticker border, telegram sticker style, clean edges, high contrast, friendly expression, minimal details","Create a high-contrast messenger sticker.
Action: peace sign gesture, two fingers up, victory — show this pose/action clearly.
Character: ISOLATE and extract ONLY the main subject (person, animal, character) from the photo. Ignore all background elements, furniture, surroundings, and environmental context. Preserve recognizable facial features, style, and colors.
Composition: Character occupies maximum canvas area, clear silhouette, no outline or border around the character.
Visual design: High contrast, strong edge separation, simplified shapes, no soft edges.
Requirements: Solid black background, no watermark, no logo, no frame.
Quality: Optimized for clean background removal and messenger sticker use.",stickers/2fe14a3c-47ed-4073-b637-a658faddaeae/8f83cd2d-2c78-4327-8367-e48e08f45ec1/1770641192642.webp,p2s_42269230_1770620481441_by_photo_2_stickerbot,2026-02-09 12:47:07.524042+00,CAACAgIAAxkDAAIsLGmJ10vHKxE-TPO2aRzKW9dHBKwtAAJqlgACWM1RSDEPECb4pSULOgQ,false,cartoon_telegram,prod,
